NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
ROMILDO APARECIDO JORGE,3034.45,VEREADOR,127
MARCON DOUGLAS SANTOS LOPES,3033.54,VEREADOR,257
FERNANDO BRAZ DE OLIVEIRA SILVA,3030,VEREADOR,91
EDVALDO COSTA DOS SANTOS,3029.5,VEREADOR,61
ELIAS FERRAZ DE LIMA,3029.5,VEREADOR,203
ELIAS RODRIGUES PEREIRA,3029.5,VEREADOR,239
FLAVIO AUGUSTO CORREA,3029.5,VEREADOR,202
JAMIRO RIBEIRO DE ANDRADE JUNIOR,3029.5,VEREADOR,44
LEONARDO OLIVEIRA COSTA,3029.5,VEREADOR,29
MARCIO EDUARDO PEREIRA MARTINS,3029.5,VEREADOR,68
VICTOR HUGO FERREIRA SANTOS,3029.5,VEREADOR,39
VÂNIA CRISTINA RODRIGUES DE OLIVEIRA,3029.37,VEREADOR,57
MARCELO ALVES GERALDO,3028.65,VEREADOR,106
AGNALDO JOSE FERREIRA,3028,VEREADOR,133
JOSERLANDIO NUNES PEREIRA,3028,VEREADOR,20
PRISCILA ALVES NETO,3028,VEREADOR,66
RUBENS RODRIGUES PINHEIRO,3028,VEREADOR,133
SIRENE SILVA BORGES,3025.98,VEREADOR,47
AURIA BERTULINA MOREIRA DA SILVA,3025.9,VEREADOR,41
SEBASTIÃO SILVINO DA SILVA,3024.66,VEREADOR,218
LUIZ MARQUES DE OLIVEIRA,3023.4800000000005,VEREADOR,284
ISAC PINTO DE BARROS,3023.3,VEREADOR,119
MARCIO DA SILVA SOUSA,3023.12,VEREADOR,334
CLEITON EUGENIO DE BRITO JÚNIOR,3022.4700000000003,VEREADOR,84
MARCUS VINICIUS DOS REIS,3022.17,VEREADOR,151
VINICIUS FRANCISCO DOS SANTOS,3022.17,VEREADOR,108
JOSE CLIGER MONTE DA SILVA,3022,VEREADOR,44
SCIMAS MARTINS DE FREITAS NETO,3022,VEREADOR,15
SEBASTIÃO PEREIRA CAMPOS NETO,3022,VEREADOR,219
SONIA PEREIRA DOS SANTOS DUARTE,3022,VEREADOR,106
INACIO RODRIGUES DOS REIS,3021.8,VEREADOR,199
CLEUZELINA MARIA DE MESQUITA,3021.6,VEREADOR,13
DANIELA XAVIER SISNANDO,3021.6,VEREADOR,19
JOSÉ VICENTE FERREIRA DO AMARAL,3021.6,VEREADOR,52
SANTANA ALVES DE OLIVEIRA,3021.6,VEREADOR,54
DANIEL MARTINS DA SILVA,3020,VEREADOR,669
DIVINA MARIA DA CONCEIÇÃO CAMPOS,3020,VEREADOR,14
HANNA LARA CARVALHO DORNELAS,3020,VEREADOR,83
LAZONIR JOSÉ DE CASTILHO,3020,VEREADOR,74
JOSÉ GOMES MORAES,3019,VEREADOR,121
UAGTON JACSON DANTAS SILVA,3017.8999999999996,VEREADOR,11
SANDRO ROBERTO ROCHA,3017.6,VEREADOR,58
ELIAS ALVES DE SOUZA,3017,VEREADOR,233
ARCENIO NAVES TAVARES,3016,VEREADOR,108
MARLUCE DE FATIMA REIS RODRIGUES,3015.35,VEREADOR,223
MARCOS MOREIRA DE BARROS,3015,VEREADOR,30
VALDIR PEREIRA DA SILVA,3014.6,VEREADOR,41
ELAINE MOREIRA DE SOUZA,3014.0699999999997,VEREADOR,26
ATAIDES FERREIRA DE ALMEIDA,3013.25,VEREADOR,119
CLAUDIA GOMES ROCHA DA SILVA,3012,VEREADOR,11
MARCELO RODRIGUES,3011.67,VEREADOR,95
JOSE FERNANDES VIEIRA,3011.48,VEREADOR,30
WENDERSON RAFAEL GONÇALVES DOS SANTOS,3010.45,VEREADOR,85
ADELINO COSTA SILVA,3010,VEREADOR,154
IREMAR FERREIRA GOMES,3010,VEREADOR,241
DANIEL FRANCISCO TEIXEIRA JUNIOR,3009.5,VEREADOR,501
DEUSIMAR VIEIRA DE MARINS,3008,VEREADOR,311
MARTHA PEREIRA DA SILVA BESSA,3007.35,VEREADOR,29
MARIA HELENA AMORIM GONCALVES,3007.3,VEREADOR,4
INOVALDO MAGALHAES RIBEIRO,3007,VEREADOR,276
MANOEL CHAVES SANTOS,3006.5,VEREADOR,54
ADRICIELE FATIMA SPELIER DELACORTE,3005.65,VEREADOR,12
JOÃO DIVINO DA LUZ SILVA,3005.6,VEREADOR,51
LUIZ HENRIQUE FONSECA COSTA,3005.6,VEREADOR,216
ANTÔNIO MIRANDA JUNIOR,3005,VEREADOR,142
MARINA TAVARES SILVA,3005,VEREADOR,23
LIVIA TAVARES DE SÁ COSTA,3004.5,VEREADOR,426
LAVANDY DOMINGOS DOS PASSOS,3004,VEREADOR,894
CAROLINE DE JESUS ARAUJO FERNANDES,3003.4,VEREADOR,128
WILLAN GREGORIO NETO,3002.4,VEREADOR,324
TEREZA RAMOS DE MELO,3002.1499999999996,VEREADOR,31
AGDA MARIA DO CARMO,3002,VEREADOR,60
JESSICA STEPHANY CURCINO SILVA,3000.13,VEREADOR,20
ADELINA FERREIRA DE SOUSA,3000,VEREADOR,30
ALESSANDRA LIMA DA CRUZ,3000,VEREADOR,13
ALZIRA DE FATIMA DE CAMPOS AZEREDO,3000,VEREADOR,96
ANDRESA PEREIRA SILVA,3000,VEREADOR,1
ARLINDO TEODORO DE OLIVEIRA,3000,VEREADOR,10
ATERIVO SOARES DE OLIVEIRA,3000,VEREADOR,15
CARLOS ANTÔNIO DE LIMA,3000,VEREADOR,35
CESAR MOREIRA DA SILVA,3000,VEREADOR,25
CLEBER BENÍCIO DOS SANTOS,3000,VEREADOR,212
CLEVER TADEU SILVA,3000,VEREADOR,87
CRISTOVAM ALVES DE ALMEIDA,3000,VEREADOR,23
DAIHAM RODRIGUES DE OLIVEIRA,3000,VEREADOR,12
DANIELA LORENO DE SOUZA,3000,VEREADOR,60
DIANE QUELE SILVA ROSA,3000,VEREADOR,14
DIEGO VELASCO DE AZEVEDO,3000,VEREADOR,250
DIOGO PINHEIRO DA SILVA,3000,VEREADOR,7
DIVINO PEREIRA DA SILVA VIDAL,3000,VEREADOR,62
ELECY DE FATIMA DA SILVA,3000,VEREADOR,130
ELECY MENDES DA SILVA,3000,VEREADOR,119
ELIANE DE GODOI COSTA SILVA,3000,VEREADOR,51
ELINES DA SILVA MARQUES,3000,VEREADOR,80
ELISETE BORGES NUNES,3000,VEREADOR,40
ELISVALDO SANTOS SILVA,3000,VEREADOR,336
ELUANA KAMILA SOUZA BUENO,3000,VEREADOR,14
ENEIAS FERREIRA COSTA,3000,VEREADOR,177
EUNICE FERREIRA DE SOUZA,3000,VEREADOR,19
EURIPEDES FERREIRA DA CUNHA,3000,VEREADOR,26
ÉVER DA SILVA PEREIRA DOURADO,3000,VEREADOR,182
GABRIELLE SILVA CRUZ,3000,VEREADOR,106
GASPAR DA COSTA GONÇALVES,3000,VEREADOR,679
GERALDO EVANGELISTA LIMA DOS SANTOS,3000,VEREADOR,678
GILBERTO ALMIRANTE DE SOUZA,3000,VEREADOR,141
HERIKA SILVA VASQUES,3000,VEREADOR,148
ISRAEL LUIZ ARAUJO DO CARMO,3000,VEREADOR,148
IVAN BISPO DOS SANTOS,3000,VEREADOR,37
JANAINA MOURA DE OLIVEIRA,3000,VEREADOR,36
JOHNATHAN MORAIS DE ALMEIDA,3000,VEREADOR,386
JORCELINO DE OLIVEIRA CARDOSO,3000,VEREADOR,22
JOSE GOMES DA SILVA,3000,VEREADOR,65
JUAREZ PEREIRA CARNEIRO,3000,VEREADOR,329
JULIANA MARIA OLIVEIRA,3000,VEREADOR,64
KRISTIANO DE SOUZA RIBEIRO,3000,VEREADOR,89
LAIZ MARQUES BATISTA,3000,VEREADOR,225
LAZARO JUNIO CARVALHO OLIVEIRA,3000,VEREADOR,643
LEA ANGELICA FERREIRA,3000,VEREADOR,8
LEANDRO TELES DE PAIVA,3000,VEREADOR,358
LEONARDO FERREIRA DE SOUZA,3000,VEREADOR,132
LUIZ AUGUSTO BUENO GUIMARÃES,3000,VEREADOR,147
LUIZ CARLOS VIEIRA TELES,3000,VEREADOR,216
LUZINETE LUIZ DA COSTA,3000,VEREADOR,90
MARCIO SEABRA DE SOUSA,3000,VEREADOR,77
MARCOS GOMIDE DE CASTRO,3000,VEREADOR,60
MARIA JOSÉ FERREIRA,3000,VEREADOR,13
MARTA SANTANA LIMA MOREIRA,3000,VEREADOR,33
MAURICIO MARTINS DOS ANJOS,3000,VEREADOR,58
MAX PAULINO DO NASCIMENTO,3000,VEREADOR,1558
MAYARA LORRANY RIBEIRO BUENO REIS,3000,VEREADOR,76
MONICA PEREIRA DA SILVA,3000,VEREADOR,8
NERILSON FERREIRA RAMOS,3000,VEREADOR,276
ODAIR OLEGARIO JUNIOR,3000,VEREADOR,189
OLAIR JOSE RIBEIRO DOS SANTOS,3000,VEREADOR,715
ORLANES FERREIRA DE SOUSA,3000,VEREADOR,872
PABLO PEREIRA VICENTE,3000,VEREADOR,296
PATRICK FRANK DA COSTA,3000,VEREADOR,96
RAQUEL MENDES RODRIGUES,3000,VEREADOR,321
RENATA FERREIRA,3000,VEREADOR,119
RIVALDO LUIZ JORGE DOS SANTOS MARTINS,3000,VEREADOR,14
ROMILDO SANTOS DA SILVA,3000,VEREADOR,13
ROSENI ARAUJO DA SILVA FERNANDES,3000,VEREADOR,22
SANDOVAL DIAS DOS SANTOS,3000,VEREADOR,244
SEBASTIÃO COTRIM ESTEVES,3000,VEREADOR,21
SEBASTIAO RODRIGUES GOMES,3000,VEREADOR,179
SILYSNEI BORGES DA COSTA,3000,VEREADOR,579
SINARA SIMOES MENDES,3000,VEREADOR,67
TENISSON CANDIDO DE MORAIS,3000,VEREADOR,17
THIAGO MORAIS,3000,VEREADOR,23
TOME GOMES DO CARMO,3000,VEREADOR,69
VALTERIS PEIXOTO DA SILVA,3000,VEREADOR,9
VANIA DIAS DE OLIVEIRA FERREIRA,3000,VEREADOR,6
VANUZIA LOPES ALVES,3000,VEREADOR,8
VICENCIA SILVA DOS SANTOS,3000,VEREADOR,19
WILLIAN LOPES MOREIRA,3000,VEREADOR,163
ZANDER LUIS OLIVEIRA DE QUEIROZ,3000,VEREADOR,279
ANDREIA PATRICIA DO NASCIMENTO BUENO,2999,VEREADOR,27
DENILSON BARBOSA DE SOUZA,2998,VEREADOR,731
CÉLIO PEDROSO,2997.2,VEREADOR,144
ALCINEZIO ESTIVAL DA MATA,2996.38,VEREADOR,53
DORIS DAY DE ABREU RODOVALHO,2996.38,VEREADOR,45
EDEMIR RIBEIRO JOVENTINO,2996.38,VEREADOR,102
FLAVIO COTA BRANDÃO,2996.38,VEREADOR,107
GERALDO CAMILO DA COSTA,2996.38,VEREADOR,109
ISAIAS JOSE CARNEIRO,2996.38,VEREADOR,76
JOÃO MACEDO,2996.38,VEREADOR,87
JOSELINO PEREIRA DA SILVA,2996.38,VEREADOR,195
NEWTON RODRIGUES DA SILVA,2996.38,VEREADOR,18
PAULO SERGIO DA MOTA,2996.38,VEREADOR,129
WALDIVINO RIBEIRO DE FARIA,2996.38,VEREADOR,35
HELVIO QUEIROZ DOS SANTOS,2995.67,VEREADOR,66
ALCIONE OLIMPIO DOS SANTOS,2995,VEREADOR,185
RICARDO ALVES DE OLIVEIRA,2994.58,VEREADOR,180
OLAIR MARTINS PEIXOTO,2993.95,VEREADOR,127
EDILSON JOSE DE SANTANA,2993.89,VEREADOR,79
ROSANGELA PEREIRA DIAS,2993.45,VEREADOR,46
LUCIANO HENRIQUE PROVAZIO VIEIRA,2992.21,VEREADOR,48
MARIA APARECIDA FERREIRA DA SILVA,2992.13,VEREADOR,80
MARINEY ROSALINA DOS SANTOS,2991.8,VEREADOR,61
ROSELI DA ROCHA SILVA,2991.6,VEREADOR,28
ODAIR XAVIER PIRES,2991.5699999999997,VEREADOR,33
VICENTE DE PAULO SILVA,2991.4,VEREADOR,41
SIRLENE MARIA DE FÁTIMA FONSECA,2991.1,VEREADOR,93
JOAQUINA GONÇALVES DA CRUZ NAVES,2991.05,VEREADOR,107
RAILSON DA SILVA MEDEIROS,2990,VEREADOR,61
RONNEY MIRANDA DE OLIVEIRA,2989.48,VEREADOR,156
ROSLINDO FERREIRA DE ALMEIDA,2989.4,VEREADOR,130
FERNANDA NOGUEIRA DE AMORIM BRAGA,2988,VEREADOR,73
ELIZEU HONORATO DA SILVA,2987.42,VEREADOR,93
JULIO CESAR ROCHA MATIAS,2987,VEREADOR,85
ONÉZIO JOSÉ DE BRITO,2986.61,VEREADOR,127
MARILEIDY BARBOSA PEREIRA,2985,VEREADOR,106
SIVALDO RODRIGUES RIBEIRO,2985,VEREADOR,121
ELIANE APARECIDA DE QUEIROZ,2984.1800000000003,VEREADOR,30
VALDEMBERG RODRIGUES DE LIMA,2984.1,VEREADOR,1019
ALINNE JANAY GOMES PINHEIRO,2983.85,VEREADOR,32
ERONIDES PEREIRA BARBOSA,2982.99,VEREADOR,24
WALTENCY LUCAS DE FARIAS,2982.5,VEREADOR,184
SILVANIA MARIA DE JESUS GONÇALVES CAMPOS,2980.6,VEREADOR,46
AUGUSTO DOS ANJOS SOUSA,2980,VEREADOR,86
BRUNO MAMEDE PIRES DE ATAIDES,2980,VEREADOR,30
IDELMA DA SILVA,2980,VEREADOR,199
JOSEMAR FERREIRA XAVIER,2980,VEREADOR,288
JOAQUIM GONÇALVES PEREIRA,2979.7200000000003,VEREADOR,107
CELIO VALERIO DA SILVA,2978.75,VEREADOR,113
MAURO DONIZETE VAZ,2977.7,VEREADOR,37
NABIA RODRIGUES DE SOUZA SANTOS,2977,VEREADOR,58
MOSAIR ALVES PEIXOTO,2975,VEREADOR,78
ADENILSON JOSE E SILVA,2972.5,VEREADOR,298
AMANDA MARIA DE SOUZA,2972.5,VEREADOR,160
PRESLE ROCHA DE OLIVEIRA,2972,VEREADOR,120
RAFAEL ALVES DE JESUS,2970.5,VEREADOR,57
NILZA HELENA DE JESUS MOREIRA,2970.35,VEREADOR,71
CARLOS ALBERTO DOS SANTOS CERQUEIRA,2970,VEREADOR,10
CLEUCINEY MARTINS VIEIRA,2970,VEREADOR,329
ROMULO ALVES DE OLIVEIRA,2970,VEREADOR,490
SAULO DE OLIVEIRA,2970,VEREADOR,205
ZUDIMAR BORGES PEREIRA,2969.83,VEREADOR,247
MARIA LEDIR XAVIER GONÇALVES,2968.6,VEREADOR,38
MARIA ABADIA ALVES DE SOUZA,2968.2200000000003,VEREADOR,18
AGNALDO AUGUSTO DE OLIVEIRA,2967.5,VEREADOR,336
HELEN ROSE PEREIRA VENEZIANI,2967,VEREADOR,22
LINDACY GOMES DA SILVA,2966.9300000000003,VEREADOR,28
SÔNIA LUCIA RODRIGUES NOVAIS,2966.5,VEREADOR,117
MARA RUBIA CRUZ DE SOUZA,2964.6,VEREADOR,42
FLÁVIO ANTÔNIO BARBOSA NEVES,2964.49,VEREADOR,188
ANDREY MESQUITA DE MELO,2964.44,VEREADOR,209
FABIO ALVES JATOBÁ,2964.3,VEREADOR,253
CARLSTON VALENTINO DE OLIVEIRA,2963.87,VEREADOR,35
FABIANE CINTRA DE ANDRADE,2963.16,VEREADOR,45
DINADARC MORAES DOS SANTOS,2963,VEREADOR,74
ELIAN BERNADETE DE FARIA OLIVEIRA,2962.7999999999997,VEREADOR,360
TUBERTINO GONZAGA DAMASCENO,2961.4,VEREADOR,203
LUCIANA DE BARROS NOGUEIRA PAULINO,2960.77,VEREADOR,45
KELLE NUNES TEIXEIRA SOUSA,2960.2,VEREADOR,63
ANDREZA GOMES GUIMARAES,2960,VEREADOR,167
JOSE ADENOR VIEIRA,2960,VEREADOR,63
GERALDO VAZ DO NASCIMENTO,2959.65,VEREADOR,108
JULIO CESAR ROSA DE SOUZA BERNARDES,2959.41,VEREADOR,126
RAIMUNDA VALMIRA DA SILVA ROCHA DE LIMA,2959.35,VEREADOR,55
KEISY GUIMARAES,2959.25,VEREADOR,240
ALIZANDRA BEZERRA MARCOLINO,2959,VEREADOR,6
DILERMANDO SILVA CURADO,2959,VEREADOR,315
EDNA APARECIDA ABRANTES MELO,2959,VEREADOR,110
VALDECY MEIRELES DO CARMO,2958.71,VEREADOR,54
HELENA APARECIDA CARDOSO MARTINS,2958.19,VEREADOR,107
RENATO MATOS DE ALCÂNTARA,2958.02,VEREADOR,149
JOSE APARECIDO DOS REIS,2957.5,VEREADOR,140
EDSON DE AVILA,2956.5,VEREADOR,134
JOSE MELCHIADES DE CARVALHO,2956.05,VEREADOR,26
EDVANDRO NEVES DE SOUZA,2954.5,VEREADOR,34
CLAUDIO JACOB SIMÂO,2952,VEREADOR,97
HELENO BORGES RIBEIRO,2951.5,VEREADOR,337
MAIONY OLIVEIRA SOUSA,2950,VEREADOR,390
MANOEL PANTA DOS REIS NETO,2950,VEREADOR,209
MARCOS JOSÉ MENEGHELO,2950,VEREADOR,207
ROBERTO CARLOS BEZERRA NUNES,2950,VEREADOR,50
SILVO LIANDRO TAVARES,2950,VEREADOR,121
DIVINO ALVES DOS SANTOS,2949.97,VEREADOR,15
ENIVALDO GOMES PEREIRA,2949.6,VEREADOR,150
JOSE CARLOS VEIGA PINTO,2949,VEREADOR,298
PAMELA CRISTINA ALVES GOMES,2948.41,VEREADOR,68
THIAGO SOUZA IZIDORIO DOS SANTOS,2948.2,VEREADOR,121
MAURÍCIO DA SILVA RODRIGUES JÚNIOR,2947.74,VEREADOR,204
JULIO XAVIER CORREA,2947.4,VEREADOR,91
DIONÉSIO DIVINO DOS SANTOS,2947,VEREADOR,549
IRENE FERREIRA DA SILVA,2947,VEREADOR,69
LUIZ GOMES ROSA,2947,VEREADOR,58
JOVIANO FELIX DA SILVA,2946.98,VEREADOR,152
VICTOR HUGO BESERRA DE SOUSA,2946.62,VEREADOR,161
MARIA DIVINA DA SILVA AVELAR,2946.45,VEREADOR,469
BIBIANA VOLPATO DAS GRAÇAS,2946,VEREADOR,38
HUMBERTO OTONI GONZAGA PIREZ,2946,VEREADOR,342
GENIVALDO MARTINS,2945.38,VEREADOR,35
ANTONIO MENDES DE SOUZA,2940,VEREADOR,425
CARMENS APARECIDA DOS SANTOS RIBEIRO FELICIO,2940,VEREADOR,39
DANIEL BRUNO BARBOSA,2940,VEREADOR,233
EVA TEODORO PIRES LIMA,2940,VEREADOR,153
VALDIR PEREIRA FERNANDES,2940,VEREADOR,84
APARECIDO BISPO DE ALMEIDA,2939.13,VEREADOR,101
EMERSON PEREIRA DOS SANTOS,2939,VEREADOR,478
GUEDSON JUNIO LOPES DE MENEZES,2938.31,VEREADOR,94
JOEL ANTÔNIO BARBOSA,2938,VEREADOR,47
JULIO MARCO GONCALVES SOARES,2937.5,VEREADOR,6
ELIZABETH BATISTA DA SILVA,2937.35,VEREADOR,15
GUSTAVO HERMOGENES FERNANDES DA SILVA,2936.41,VEREADOR,138
EDILSON JOSÉ DA SILVA,2935.61,VEREADOR,26
MANOEL GOMES PEREIRA,2935.61,VEREADOR,19
JOSE MARIA JULIO DE SOUZA,2935,VEREADOR,83
VALTER JOSÉ DOS SANTOS,2935,VEREADOR,162
ANA PAULA CUNHA DO CARMO,2934.71,VEREADOR,109
LUZIA APARECIDA COSTA,2933.24,VEREADOR,3
APARECIDA SOUSA SANTOS,2933.1,VEREADOR,2
NILMA MARIA PEREIRA DE PAIVA,2933.1,VEREADOR,72
OTACÍLIO COSTA TEIXEIRA,2933.1,VEREADOR,8
TATIANE PEREIRA FERNANDES,2933.1,VEREADOR,21
TEREZA TEIXEIRA LOPES BERCHOR,2933.1,VEREADOR,4
WESLLEY SILVEIRA BUENO,2932,VEREADOR,1188
EUCLIDES FRANCISCO DE SOUSA,2931.9,VEREADOR,41
AROLDO ROBERTO DA SILVA,2930,VEREADOR,134
SIVALDA MARIA DO CARMO FERNANDES,2930,VEREADOR,525
ANCELMO JOSÉ RABELO,2929.32,VEREADOR,248
MAURICIO BENEDITO CAROLINA MENDES,2928.95,VEREADOR,66
RAIMUNDO NONATO COELHO DE OLIVEIRA,2928.01,VEREADOR,39
LUCIANO CARVALHO BORGES,2926,VEREADOR,167
VALDIVINO PAULO CEZARIO,2925.9,VEREADOR,2
SENIVAL DA ROCHA,2925,VEREADOR,64
JAQUELINE OLIVEIRA DOS SANTOS,2923,VEREADOR,7
RUTE BARBOSA DE SOUZA CASTRO,2923,VEREADOR,6
FREDSTONE FERREIRA SOUSA,2922.5,VEREADOR,218
HALISSON GABRIEL MOURA,2922.5,VEREADOR,6
HELIO GONÇALVES LARA,2922.5,VEREADOR,174
JAYDER WILKER SILVA,2922.5,VEREADOR,38
JONATHAN DOURADO SILVA,2922.5,VEREADOR,16
ULISSES DA SILVA FERREIRA,2922.5,VEREADOR,31
YESKA BRUNA DE REZENDE,2921.8,VEREADOR,22
RANI QUELI DAMASCENO RODRIGUES,2921.3,VEREADOR,9
VANDIR FERREIRA TÉLIS FILHO,2921.13,VEREADOR,15
MARIA APARECIDA FRANCISCA RIBEIRO,2920.33,VEREADOR,17
DAIANE GESSICA PEREIRA CHAGAS,2920,VEREADOR,14
IVAM OLIVEIRA CARVALHO,2920,VEREADOR,193
DIVINO DOS REIS MACHADO,2919.65,VEREADOR,473
MAX MILIANO FERNANDES,2918.1099999999997,VEREADOR,504
FRANCISCO WELLINGTON AMERICO SIQUEIRA,2917,VEREADOR,5
WESLEY PEREIRA DE OLIVEIRA,2916.6,VEREADOR,175
JOSE ALVES DE SOUZA,2914,VEREADOR,480
ROBSON ANTONIO SOUZA GONCALVES,2913.95,VEREADOR,148
GILSON ROSA DE QUEIROZ,2912.14,VEREADOR,33
FERNANDO DO NASCIMENTO APRIGIO,2911.75,VEREADOR,207
GABRIEL MIRANDA BARBOSA,2910.94,VEREADOR,67
ANTONIO CARLOS DO NASCIMENTO FERREIRA,2910,VEREADOR,231
MILTON DE SOUZA SILVA,2910,VEREADOR,163
ROGERIO PERES BOTTOS,2910,VEREADOR,122
WESLEY RODRIGUES DOS SANTOS,2910,VEREADOR,59
ROZILDA OLIVEIRA CARDOSO LEMOS,2909.9999999999995,VEREADOR,18
WENDER BURANELI DE MOURA,2909.13,VEREADOR,774
CASSIO WANDER DA SILVA SOUZA,2907.66,VEREADOR,214
CLAURICIA ANGÉLICA DE FREITAS,2907,VEREADOR,15
VÂNIA MARIA MEDEIROS,2907,VEREADOR,45
LUCIANA DOS SANTOS COSTA,2906.8900000000003,VEREADOR,93
EDVAR DE OLIVEIRA GOMES,2906.1099999999997,VEREADOR,13
REIJANE LUCIA GOMES PEREIRA,2906.1099999999997,VEREADOR,26
EVANDRO JOSE SILVA,2905.15,VEREADOR,834
JENILSON AMORIM PIRES DOS SANTOS,2903.25,VEREADOR,125
ALDEMIR DIVINO ROSA,2902.5,VEREADOR,27
ROBERTH MYTCHUWM MACHADO REGO,2902.11,VEREADOR,11
ANTONIO MARCOS DE LIMA SANTOS,2902,VEREADOR,105
WAGNO SOARES XAVIER,2902,VEREADOR,62
PABLO BORBA FERREIRA,2901.16,VEREADOR,184
ANTÔNIO SERGIO RAMOS DE OLIVEIRA,2900,VEREADOR,84
CLEOCI RODRIGUES DOS SANTOS,2900,VEREADOR,494
DIVALDO MARTINS DIAS FILHO,2900,VEREADOR,135
KASSIA MONITHELLE RODRIGUES DE OLIVEIRA,2900,VEREADOR,4
LINDOMAR MOREIRA DA SILVA,2900,VEREADOR,334
MARIA DIVINA DE SOUSA,2900,VEREADOR,37
SONIR EDIMAR SIMÕES,2900,VEREADOR,160
SORAIA NUNES DOS SANTOS,2900,VEREADOR,79
WALDENIR IRIAS FRANCO,2900,VEREADOR,102
SILVANIA RODRIGUES DE MIRANDA,2899,VEREADOR,105
TIARAJU DIAS DE OLIVEIRA,2898.35,VEREADOR,13
CARLITA BARBOSA DE OLIVEIRA,2898.31,VEREADOR,33
EVALDO ARAUJO DA SILVA,2897.31,VEREADOR,73
DOMINGOS DE SENA LOPES FILHO,2897,VEREADOR,241
JOVENIL JOSE DOS SANTOS,2896.9,VEREADOR,44
ROSIVALDO CAROLINO DE SOUZA,2896.9,VEREADOR,64
KÁTIA HELENA CAMILO,2896.11,VEREADOR,131
JOÃO BATISTA DA SILVA,2894.9,VEREADOR,710
JORDANA PEIXOTO DOS SANTOS,2894.6,VEREADOR,5
MAURO RODRIGUES DA SILVA JUNIOR,2893.3,VEREADOR,259
OSVALDINO GOMES DA CRUZ,2893,VEREADOR,6
FRANCISCO MORAIS E BRITO,2892.75,VEREADOR,155
CLAUDIO UILTON DE SOUSA,2891.11,VEREADOR,154
ROBÉRIO MALAQUIAS DE SOUSA,2890.45,VEREADOR,124
JUNIO PRADO DA SILVA,2890.35,VEREADOR,16
ELIEDSON FRANCISCO DE SOUZA,2890,VEREADOR,212
MARIA LUIZA CAVALCANTI PIRES,2890,VEREADOR,28
IRONDINA CAETANO DE OLIVEIRA,2889.71,VEREADOR,132
OSVALDO RABELO,2889.65,VEREADOR,75
WANDERSON COSTA PEREIRA,2888.87,VEREADOR,16
ALVARO DOS SANTOS MESQUITA,2888.6099999999997,VEREADOR,33
ADAIR DUTRA BORGES,2888,VEREADOR,134
DANIEL OLIVEIRA CAMPOS,2887,VEREADOR,18
DAYANE SOUSA COUTO,2887,VEREADOR,31
CARLOS FRANCISCO DOS SANTOS,2886.2,VEREADOR,169
CÍCERO ROMÃO DE FARIAS,2885,VEREADOR,167
MARCELO APARECIDO DE MELO,2885,VEREADOR,71
KAMILA CRISTIANA BORGES,2884.7799999999997,VEREADOR,285
MARINA BENTO DA SILVA,2884.4,VEREADOR,69
EDVALDO TAVARES GAIA,2882.73,VEREADOR,92
JOÃO BATISTA DE SOUZA,2882.5,VEREADOR,165
CRISTINA DEBORA MARTINS,2881.9,VEREADOR,46
PAULO COUTINHO DE DEUS,2880,VEREADOR,50
UBIRAJARA ALVES DE OLIVEIRA,2880,VEREADOR,60
EDSON DE SOUZA PITA,2879.5,VEREADOR,17
DEBORA BUENO FERNANDES SOARES,2879.24,VEREADOR,8
ISA PAULA DA SILVA BORGES,2879.24,VEREADOR,34
EDIVALDO OLIMPIO FRANÇA REIS,2878.25,VEREADOR,669
ELIZA MARIA FERREIRA,2878.25,VEREADOR,35
WANÉRIO RODRIGUES DE LIMA,2878,VEREADOR,65
ROMILDA PEREIRA RODRIGUES,2877.33,VEREADOR,8
EVANILDA DE ALMEIDA SOUZA SOARES,2877,VEREADOR,21
IVAN RODRIGUES DE LEMOS,2877,VEREADOR,35
JOSENEZIO DA SILVA NEIVA,2877,VEREADOR,279
MARLY COTRIM DE BESSA,2876.93,VEREADOR,21
MARISTELA LOPES DOS SANTOS FORTES,2875.48,VEREADOR,50
FABIANA BENTO CABRAL,2873,VEREADOR,83
MARIA HELENA MARÇAL DA GAMA,2872.6,VEREADOR,13
DENISE NOGUEIRA DA SILVA DUARTE,2871.3,VEREADOR,64
PERPETUA FERNANDES BARBOSA DE FREITAS,2870.9,VEREADOR,31
LUIZ GOMES ROSSI,2870,VEREADOR,161
MONICA CUSTODIO MARCELINO FONSECA,2870,VEREADOR,46
SEBASTIÃO PEREIRA DO NASCIMENTO,2868.2200000000003,VEREADOR,117
VILMA MARIA BASILIO PEIXOTO DOS SANTOS,2868.2,VEREADOR,57
XIRNATO ALVES FEITOSA,2867.5,VEREADOR,23
ADIVALDO FERREIRA SAMPAIO,2866.13,VEREADOR,19
EMANOEL CRUZ SILVA,2865.6,VEREADOR,165
JOSE AILTON BRAZ DA SILVA,2865.5,VEREADOR,126
JUPEIR PEREIRA NETO,2865,VEREADOR,497
LUCIENE NEVES DE SOUZA VIANA,2865,VEREADOR,84
MARIA APARECIDA FERNANDES,2864.7,VEREADOR,141
ALEXANDRE NOGUEIRA DE SOUZA,2864.4,VEREADOR,86
FLAVIO EUGENIO COSMI DE FREITAS,2864.4,VEREADOR,132
JOYCE FERNANDA GOMES SOARES,2864.1,VEREADOR,103
